symbol,scan_time,market_provider,price,mark_price,funding_rate,oi_contracts,oi_value_now,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_value_1h_ago,oi_change_pct_1h
SOMIUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.1933,0.1933,-0.00038,8332860,1615741.554,13.22,0.2558,0.1713,6509496.2376,45.9,31.49,37.85,52.88,63.58,65.54,1681012.9475999998,-3.883
BCHUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,453.31,453.31,0.000172,2587926,11733397.6914,-0.35000000000000003,455.62,451.54,6179024.3094,50.25,48.38,52.61,47.92,48.58,51.53,11880423.0006,-1.238
HBARUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.09241,0.09241,6.3e-05,14038771,12954977.878800001,1.3299999999999998,0.09253,0.09018,6138487.3986,48.74,65.33,72.93,65.47,61.08,56.35,12903802.1592,0.397
ZBTUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.18185,0.18185,0.00036,3298813,6061568.8875,32.269999999999996,0.1871,0.12941,5989073.86,60.19,66.28,60.81,63.38,81.53,79.09,6001980.6,0.993
MOVRUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,2.3223,2.3223,0.000331,18116671,4211944.84079,-0.12,2.82,2.2,5977405.9852,39.25,41.44,40.43,46.51,53.57,59.18,4358127.3456,-3.354
CAKEUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,1.5167,1.5167,-0.000163,2162686,3279713.319,0.76,1.5197,1.4903,5912205.1806,53.04,63.56,68.46,66.11,51.15,52.63,3289625.1629999997,-0.301
TRXUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.32346,0.32346,-0.00018,552647,17875919.862,-0.11,0.32451,0.32075,5908347.072,39.35,41.37,40.32,44.13,36.37,53.27,17764649.622,0.626
ZENUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,6.138,6.138,-0.000353,7272123,4466537.9466,0.09,6.157,5.986,5801993.3424,69.25,63.87,69.38,63.14,53.49,56.26,4405829.190200001,1.378
PIPPINUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.02816,0.02816,0.000556,16014998,4509823.4368,-2.29,0.03281,0.02774,5685406.297,63.69,44.57,33.79,40.83,54.34,35.53,4439610.7008,1.582
TAOUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,247.48,247.48,-0.000237,10166648,25163470.464799996,-1.39,253.4,244.6,5531620.384,51.5,60.58,59.63,49.73,49.93,43.11,25338984.756,-0.693
DOGSUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,3.264e-05,3.264e-05,-0.000301,75300504,2460067.46568,-0.42,3.292e-05,3.168e-05,5517596.40266,81.31,70.42,71.15,61.13,52.2,55.54,2469750.59232,-0.392
ALGOUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.11562,0.11562,-5e-06,54228700,6277514.312,1.04,0.11824,0.1132,5424686.677,53.45,50.6,49.94,55.56,65.33,61.2,6266343.81928,0.178
HUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.15756,0.15756,-1.8e-05,5445793,8565687.809700001,11.15,0.15801,0.13948,5324776.8216,55.95,69.57,72.25,69.91,71.73,69.86,8591297.7675,-0.298
ZEREBROUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.01758,0.01758,-0.00095,62323412,1091282.9441200001,1.79,0.01911,0.01704,5247940.32892,37.98,40.32,44.1,46.21,53.57,71.44,1022577.3111800001,6.719
SIRENUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.67801,0.67801,-0.001297,1407780,9539961.948,2.5,0.81002,0.65578,5209178.059,73.87,63.6,51.14,47.65,48.52,48.24,9487206.117,0.556
SANDUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.08042,0.08042,-0.000401,22796332,1831685.2762000002,-4.2,0.08633,0.07864,5091675.85746,53.95,53.25,51.91,50.62,53.9,51.97,1817716.5894000002,0.768
HAEDALUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.03487,0.03487,-0.000313,1983571,692266.279,-7.2700000000000005,0.03809,0.0342,5083248.8066,53.43,58.79,54.67,47.03,52.51,60.26,685711.71,0.956
AUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.08911,0.08911,-5.1e-05,21729618,1936760.85234,-0.36,0.08953,0.08664,5071251.59976,60.59,64.37,69.64,59.89,58.76,61.17,1944470.68647,-0.397
CETUSUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.02768,0.02768,-0.000122,6099801,1688424.9168,-2.7,0.03197,0.02738,5014657.5338,48.28,41.93,35.82,41.01,50.94,61.89,1724765.712,-2.107
ANIMEUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.005056,0.005056,-0.000232,25831777,1305796.32735,1.32,0.005081,0.004809,5014336.11088,53.28,63.45,70.38,72.43,65.03,58.54,1266147.1820999999,3.131
BTCUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,77939.6,77939.6,-4.3e-05,29439226,2294481498.7496004,0.44,78200.0,77102.5,216830398.6242,32.41,42.43,54.73,59.15,54.93,63.51,2305214561.0656004,-0.466
ETHUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,2331.65,2331.65,-2.5e-05,28342101,660841432.1766,0.61,2337.56,2300.54,129993070.4382,49.51,53.5,61.66,64.83,52.31,55.74,660878202.4548,-0.006
SOLUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,86.456,86.456,-4.5e-05,40038360,346171660.56,-0.15,86.771,85.518,57850919.4378,31.74,42.72,52.12,54.53,52.18,52.18,347243634.86999995,-0.309
RAVEUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.91496,0.91496,0.000363,3041289,27824753.061,-0.32,1.11629,0.711,30339787.373,64.5,55.62,46.94,49.24,37.53,45.2,27018405.946000002,2.984
BSBUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.61446,0.61446,0.000807,677171,4140426.6453,16.12,0.93747,0.50204,27921568.7544,42.8,40.82,42.19,48.07,57.67,73.93,3996214.7655,3.609
SKYAIUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.18673,0.18673,0.00108,4795035,8969112.9675,-5.71,0.20438,0.18038,25954174.3076,75.29,67.95,52.32,38.81,48.41,65.92,7072485.8235,26.817
AINUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.06269,0.06269,0.00129,789642,495026.56979999994,1.5,0.06608,0.06057,24182628.277,44.37,33.09,42.11,50.15,53.47,49.82,536287.874,-7.694
ZECUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,354.63,354.63,-4.2e-05,17235416,61125402.844,0.02,361.61,351.22,21021633.404,49.08,44.97,44.73,47.35,61.01,63.02,61220569.62499999,-0.155
HYPERUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.12749,0.12749,-0.002626,3811381,4862178.741699999,21.65,0.18127,0.10384,21003992.9874,61.79,51.71,42.57,43.69,57.25,62.65,4829588.4338,0.675
ORCAUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,1.7699,1.7699,-0.013536,6133920,10828822.368,84.42,1.8758,0.9461,17508717.2582,57.25,56.09,63.01,74.77,85.08,88.57,11280537.0314,-4.004
PEPEUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,3.895e-06,3.895e-06,6.3e-05,13020421,26372237.755292002,0.73,3.9036e-06,3.7813e-06,17378394.676656,58.77,58.61,63.74,62.62,56.93,57.7,25716661.731904,2.549
APEUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.1534,0.1534,-0.000333,380171192,5831826.085280001,-14.46,0.1833,0.1471,16886494.78212,34.85,43.24,47.72,45.97,55.63,68.79,5683482.747540001,2.61
AXSUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,1.399,1.399,-0.000616,34850399,4875570.820100001,-11.790000000000001,1.78,1.385,16712539.0934,58.94,49.0,42.31,45.83,59.57,63.42,4877399.453,-0.037
IDOLUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.02271,0.02271,0.002768,524986,1192768.192,-2.11,0.02356,0.0224,16690676.568,42.35,44.6,49.75,40.74,39.07,47.16,1147173.696,3.975
HYPEUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,41.119,41.119,-2.8e-05,17165158,70596861.8224,-1.1900000000000002,41.89,40.836,16069726.4766,46.31,40.6,39.83,45.17,47.85,52.42,70706829.8688,-0.156
CHIPUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.06902,0.06902,0.000257,1014814,7005261.041999999,-11.92,0.07967,0.06602,15171062.562,56.85,54.81,54.06,38.56,42.71,,6746508.989999999,3.835
XRPUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,1.42707,1.42707,-4.1e-05,8865592,126527955.9056,-0.47000000000000003,1.43655,1.41761,14320788.1658,52.6,51.65,55.2,51.88,48.51,54.7,125718373.7788,0.644
CROSSUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.13139,0.13139,0.001541,1211172,1595597.9928,9.83,0.13627,0.11852,13917136.25,39.53,48.73,58.25,61.75,76.13,82.75,1687320.6504,-5.436
TRUMPUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,2.671,2.671,-0.000503,27938121,7451096.8707,-10.27,2.983,2.467,13544316.396,57.13,55.83,61.49,49.68,40.4,39.82,7415415.6111,0.481
RAYUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.7637,0.7637,-0.006,4003452,3064242.1607999997,13.73,0.877,0.6632,13495663.7226,61.33,51.58,49.67,62.34,66.48,69.75,3043320.7172,0.687
CUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.08036,0.08036,0.000643,3044807,2447720.3473,-2.1,0.08695,0.07837,13397514.7164,42.18,38.71,43.89,41.48,46.39,54.15,2594214.2404,-5.647
MUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,4.29375,4.29375,-0.000105,523506,22494005.808000002,0.35000000000000003,4.43222,4.21618,13077233.5388,39.04,43.39,45.95,46.97,50.9,71.12,22512181.272,-0.081
DOGEUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.09846,0.09846,4.8e-05,7542315,74269175.805,0.01,0.09877,0.09738,12337902.802,56.8,54.64,56.4,58.67,58.33,57.83,73723090.726,0.741
VELVETUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.10061,0.10061,0.001321,1921424,1931991.832,9.0,0.10521,0.09137,11892076.3562,40.05,44.89,48.92,53.55,57.17,62.2,1816080.8085,6.382
TACUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.008484,0.008484,0.00057,6261077,5315028.2653,-2.32,0.009072,0.007965,11208914.5168,52.28,42.49,45.45,47.28,55.87,79.33,5313771.8933,0.024
ASTERUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.65849,0.65849,1e-05,52140983,34339529.99397,-1.0699999999999998,0.66688,0.63165,10892613.06336,51.91,52.07,55.53,52.36,41.89,44.56,34400195.35323,-0.176
FILUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.9496,0.9496,0.000211,109420793,10391692.711210001,-0.32,0.9573,0.9292,10166249.433,52.49,47.11,56.88,60.14,55.34,55.71,10434367.10083,-0.409
LABUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.93588,0.93588,0.000996,832181,7783305.6749,21.15,0.97361,0.62546,9986384.3316,53.25,53.73,63.19,62.48,66.85,80.84,7807398.7453,-0.309
VIRTUALUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.712,0.712,2.9e-05,4685332,3336424.9171999996,0.5599999999999999,0.7117,0.6905,9656547.4822,82.13,72.35,69.65,64.1,56.48,54.63,3440387.9567,-3.022
PENGUUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.00887,0.00887,5e-05,126785961,11257325.47719,3.2,0.008882,0.00834,9561037.76498,80.86,69.58,70.82,68.5,63.96,68.26,11554557.0166,-2.572
USELESSUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.04104,0.04104,-0.000251,4626992,1899842.9152,-2.19,0.04234,0.04018,9154835.7724,76.66,61.22,57.68,47.93,44.06,51.35,1856448.2436,2.338
ADAUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.25185,0.25185,5.9e-05,16820094,42364770.7578,-0.35000000000000003,0.25389,0.24812,9063784.4172,44.81,54.73,59.28,59.9,54.05,50.44,42360463.7808,0.01
GIGGLEUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,33.85,33.85,-0.000111,7319680,2483567.424,-4.6,36.46,32.09,9041013.8282,43.01,47.15,48.29,48.79,44.69,51.84,2460426.4854,0.941
AGTUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.017028,0.017028,0.00136,1632183,2777159.3745,54.33,0.018723,0.010927,8884044.7006,52.16,56.53,57.57,69.85,71.48,61.97,2798941.9775,-0.778
JELLYJELLYUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.04725,0.04725,0.00034,3194646,15115467.549,3.8600000000000003,0.053107,0.04527,8441890.9782,55.06,43.43,40.67,48.03,60.3,50.56,15133385.739500001,-0.118
FLOKIUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,3.2683e-05,3.2683e-05,-4.9e-05,1891322,6184244.6756,-1.04,3.325e-05,3.188e-05,8290531.76,58.8,60.17,62.06,56.27,51.25,58.91,6184810.351,-0.009
SOONUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.18994,0.18994,-1.3e-05,35544024,6756208.08192,-13.020000000000001,0.22274,0.18025,8103007.59294,47.07,56.34,54.14,44.82,49.31,59.46,7044369.552,-4.091
ZBTUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.18184,0.18184,-0.000261,3465702,6326292.4308,30.209999999999997,0.2088,0.12941,7986594.6418,45.4,41.34,50.05,56.73,76.49,78.91,6107726.3364,3.579
XMRUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,388.63,388.63,-0.000324,7869174,30636268.2168,4.42,388.8,366.42,7939347.8244,66.37,70.61,75.19,78.59,66.86,63.77,29597905.058399998,3.508
CATIUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.04714,0.04714,-0.000287,8312849,391867.70186000003,-1.6400000000000001,0.04829,0.04651,7686631.50048,49.31,43.68,48.07,48.13,51.44,48.56,391167.2486,0.179
TRADOORUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.825,0.825,-0.000166,4099853,3398778.1369999996,-27.0,1.143,0.758,7655042.312,54.68,60.6,54.25,23.02,22.33,32.8,3495522.437,-2.768
AAVEUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,95.42,95.42,4.5e-05,11828145,11295878.475,0.22999999999999998,96.33,93.06,7613216.2168,65.96,71.9,68.04,61.49,54.22,46.58,11197573.64,0.878
SOMIUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.1902,0.1902,-0.000628,9845844,1868741.1912,10.01,0.2558,0.1718,7236245.9172,48.57,42.85,36.85,49.65,59.67,63.5,1981820.6147999999,-5.706
RIVERUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,6.716,6.716,0.000777,4866043,32675478.745,4.569999999999999,6.791,6.028,7188515.582,56.43,67.79,61.18,62.77,57.83,39.69,32751633.56,-0.233
BEATUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.55473,0.55473,-0.000182,2108498,11681289.7698,-3.5700000000000003,0.57821,0.53703,7078171.6618,50.56,53.0,45.79,44.34,49.9,60.0,11794706.697,-0.962
OPGUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.30781,0.30781,-0.000747,579732,1792879.1831999999,10.08,0.31054,0.2481,7071175.322,63.11,62.45,62.68,66.34,81.34,,1851020.0632,-3.141
MOODENGUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.05848,0.05848,-0.00075,8704296,5093754.0192,-0.98,0.05909,0.05684,6938397.2992,60.88,54.33,56.53,56.03,50.86,58.88,5028082.29,1.306
ETHFIUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.4426,0.4426,-0.000172,3486021,1543610.0988,-0.9400000000000001,0.4478,0.4327,6765681.0034,58.71,53.18,58.67,53.09,43.64,44.76,1548470.2716,-0.314
HBARUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.0925,0.0925,9.9e-05,14066375,13015616.7875,0.7799999999999999,0.09288,0.09018,6068711.0124,45.36,55.2,66.25,67.78,62.61,56.96,13078207.7807,-0.479
BCHUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,452.64,452.64,0.000163,2605611,11800812.219,-0.45999999999999996,455.52,451.54,6053056.2832,40.03,41.46,44.9,44.86,47.55,51.24,11767207.038999999,0.286
CAKEUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,1.5075,1.5075,-0.00029,2187425,3298418.1575,-0.06999999999999999,1.5197,1.4903,6050362.5094,41.29,35.49,45.07,52.94,46.81,51.47,3285490.9308,0.393
MOVRUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,2.334,2.334,0.000425,17759787,4143358.307100001,0.95,2.82,2.2,5955222.2438,49.79,52.5,47.75,47.62,53.76,59.32,4159686.7408000007,-0.393
GALAUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.003459,0.003459,0.00034,1244905339,4309862.283617999,-4.26,0.003693,0.003404,5719388.853894,47.5,48.91,50.2,46.88,55.48,59.3,4199880.093204,2.619
HUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.14925,0.14925,7.5e-05,5418344,8095547.770399999,4.43,0.15808,0.14108,5703687.6954,49.71,35.25,39.88,51.96,63.31,67.26,8180358.862799999,-1.037
ZENUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,6.119,6.119,-0.000455,7278044,4454162.928,0.44,6.158,5.986,5622486.0416,50.89,46.72,54.23,58.27,52.25,55.88,4452786.54,0.031
SIRENUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.6786,0.6786,-0.001001,1395439,9465541.8248,1.94,0.81002,0.65695,5466925.6638,41.66,47.4,49.28,47.59,48.65,48.24,9375569.46,0.96
SUIUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.9441,0.9441,0.00013,78430466,74061889.0438,-0.91,0.9547,0.9315,5413373.0212,53.61,48.78,55.01,54.42,48.89,50.79,74700706.10520001,-0.855
DOGSUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,3.264e-05,3.264e-05,-0.001072,74530816,2433431.1424000002,-0.33,3.292e-05,3.168e-05,5398647.02664,51.16,53.09,57.86,58.4,51.5,55.34,2431207.51415,0.091
TRXUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.32405,0.32405,-0.000252,555012,17985163.86,0.58,0.32451,0.32152,5307278.016,74.38,68.28,59.65,52.16,39.58,54.32,17907294.645,0.435
ALGOUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.11905,0.11905,5.8e-05,54093970,6437182.43,2.93,0.11923,0.1132,5243702.28064,55.41,65.59,65.6,64.39,71.37,63.69,6503761.739999999,-1.024
NOTUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.0004232,0.0004232,-0.000376,37177475,1574466.06625,0.18,0.0004562,0.0004054,5243420.27178,47.87,38.24,43.16,50.98,56.67,57.71,1605896.62695,-1.957
ZEREBROUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.01672,0.01672,-0.00079,63845469,1064942.42292,-6.58,0.01911,0.01648,5241899.92264,46.53,35.41,30.3,36.8,49.25,67.63,1062823.36236,0.199
PIPPINUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.02774,0.02774,0.000886,15970902,4433522.3952,-7.16,0.03281,0.02727,5234324.1428,58.04,55.2,38.94,39.58,52.29,35.34,4421916.2168,0.262
AUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.08932,0.08932,-0.000126,21837802,1952517.8768200001,-0.04,0.08998,0.08664,5197663.92104,61.15,55.1,60.89,62.45,60.02,61.64,1952315.09494,0.01
INJUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,3.677,3.677,-0.002053,1923577,7105693.438,3.81,4.011,3.498,5184162.348,53.17,42.0,50.38,61.8,64.38,70.72,7256870.388,-2.083
CETUSUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,0.02797,0.02797,0.000411,5656164,1582029.0707999999,-2.64,0.03197,0.02738,5118412.8318,42.88,42.22,45.85,44.88,52.46,62.73,1591852.1347999999,-0.617
TAOUSDT,2026-04-26T09:40:11.454026+00:00,kucoin,246.43,246.43,-0.000281,10077801,24865966.187400002,-1.55,253.4,244.6,5100843.292,62.98,52.33,50.59,46.37,48.68,42.8,24695885.838,0.689
